Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
02/01/2021,1,1,N,HB_BUSAVG,SH,19.23
02/01/2021,1,2,N,HB_BUSAVG,SH,19.33
02/01/2021,1,3,N,HB_BUSAVG,SH,19.44
02/01/2021,1,4,N,HB_BUSAVG,SH,19.38
02/01/2021,1,1,N,HB_HOUSTON,HU,19.55
02/01/2021,1,2,N,HB_HOUSTON,HU,19.39
02/01/2021,1,3,N,HB_HOUSTON,HU,19.05
02/01/2021,1,4,N,HB_HOUSTON,HU,18.95
02/01/2021,1,1,N,HB_HUBAVG,AH,19.06
02/01/2021,1,2,N,HB_HUBAVG,AH,19.16
02/01/2021,1,3,N,HB_HUBAVG,AH,19.24
02/01/2021,1,4,N,HB_HUBAVG,AH,19.13
02/01/2021,1,1,N,HB_NORTH,HU,20.12
02/01/2021,1,2,N,HB_NORTH,HU,20.31
02/01/2021,1,3,N,HB_NORTH,HU,20.69
02/01/2021,1,4,N,HB_NORTH,HU,20.88
02/01/2021,1,1,N,HB_PAN,HU,20.34
02/01/2021,1,2,N,HB_PAN,HU,20.72
02/01/2021,1,3,N,HB_PAN,HU,21.53
02/01/2021,1,4,N,HB_PAN,HU,21.88
02/01/2021,1,1,N,HB_SOUTH,HU,16.10
02/01/2021,1,2,N,HB_SOUTH,HU,15.95
02/01/2021,1,3,N,HB_SOUTH,HU,15.12
02/01/2021,1,4,N,HB_SOUTH,HU,14.14
02/01/2021,1,1,N,HB_WEST,HU,20.49
02/01/2021,1,2,N,HB_WEST,HU,21
02/01/2021,1,3,N,HB_WEST,HU,22.09
02/01/2021,1,4,N,HB_WEST,HU,22.55
02/01/2021,1,1,N,LZ_AEN,LZ,19.99
02/01/2021,1,1,N,LZ_AEN,LZEW,19.99
02/01/2021,1,2,N,LZ_AEN,LZ,19.95
02/01/2021,1,2,N,LZ_AEN,LZEW,19.95
02/01/2021,1,3,N,LZ_AEN,LZ,19.68
02/01/2021,1,3,N,LZ_AEN,LZEW,19.68
02/01/2021,1,4,N,LZ_AEN,LZEW,19.68
02/01/2021,1,4,N,LZ_AEN,LZ,19.68
02/01/2021,1,1,N,LZ_CPS,LZEW,20.35
02/01/2021,1,1,N,LZ_CPS,LZ,20.35
02/01/2021,1,2,N,LZ_CPS,LZ,20.26
02/01/2021,1,2,N,LZ_CPS,LZEW,20.26
02/01/2021,1,3,N,LZ_CPS,LZ,19.46
02/01/2021,1,3,N,LZ_CPS,LZEW,19.46
02/01/2021,1,4,N,LZ_CPS,LZ,19.51
02/01/2021,1,4,N,LZ_CPS,LZEW,19.51
02/01/2021,1,1,N,LZ_HOUSTON,LZEW,19.52
02/01/2021,1,1,N,LZ_HOUSTON,LZ,19.52
