Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
02/01/2019,1,1,N,HB_BUSAVG,SH,19.49
02/01/2019,1,2,N,HB_BUSAVG,SH,19.57
02/01/2019,1,3,N,HB_BUSAVG,SH,19.66
02/01/2019,1,4,N,HB_BUSAVG,SH,19.75
02/01/2019,1,1,N,HB_HOUSTON,HU,19.50
02/01/2019,1,2,N,HB_HOUSTON,HU,19.57
02/01/2019,1,3,N,HB_HOUSTON,HU,19.68
02/01/2019,1,4,N,HB_HOUSTON,HU,19.76
02/01/2019,1,1,N,HB_HUBAVG,AH,19.49
02/01/2019,1,2,N,HB_HUBAVG,AH,19.57
02/01/2019,1,3,N,HB_HUBAVG,AH,19.67
02/01/2019,1,4,N,HB_HUBAVG,AH,19.75
02/01/2019,1,1,N,HB_NORTH,HU,19.47
02/01/2019,1,2,N,HB_NORTH,HU,19.56
02/01/2019,1,3,N,HB_NORTH,HU,19.65
02/01/2019,1,4,N,HB_NORTH,HU,19.74
02/01/2019,1,1,N,HB_SOUTH,HU,19.53
02/01/2019,1,2,N,HB_SOUTH,HU,19.59
02/01/2019,1,3,N,HB_SOUTH,HU,19.71
02/01/2019,1,4,N,HB_SOUTH,HU,19.78
02/01/2019,1,1,N,HB_WEST,HU,19.47
02/01/2019,1,2,N,HB_WEST,HU,19.56
02/01/2019,1,3,N,HB_WEST,HU,19.64
02/01/2019,1,4,N,HB_WEST,HU,19.74
02/01/2019,1,1,N,LZ_AEN,LZ,19.58
02/01/2019,1,1,N,LZ_AEN,LZEW,19.58
02/01/2019,1,2,N,LZ_AEN,LZ,19.62
02/01/2019,1,2,N,LZ_AEN,LZEW,19.62
02/01/2019,1,3,N,LZ_AEN,LZ,19.77
02/01/2019,1,3,N,LZ_AEN,LZEW,19.77
02/01/2019,1,4,N,LZ_AEN,LZ,19.81
02/01/2019,1,4,N,LZ_AEN,LZEW,19.81
02/01/2019,1,1,N,LZ_CPS,LZ,19.54
02/01/2019,1,1,N,LZ_CPS,LZEW,19.53
02/01/2019,1,2,N,LZ_CPS,LZ,19.59
02/01/2019,1,2,N,LZ_CPS,LZEW,19.59
02/01/2019,1,3,N,LZ_CPS,LZ,19.71
02/01/2019,1,3,N,LZ_CPS,LZEW,19.71
02/01/2019,1,4,N,LZ_CPS,LZ,19.78
02/01/2019,1,4,N,LZ_CPS,LZEW,19.78
02/01/2019,1,1,N,LZ_HOUSTON,LZ,19.50
02/01/2019,1,1,N,LZ_HOUSTON,LZEW,19.50
02/01/2019,1,2,N,LZ_HOUSTON,LZ,19.58
02/01/2019,1,2,N,LZ_HOUSTON,LZEW,19.58
02/01/2019,1,3,N,LZ_HOUSTON,LZ,19.68
02/01/2019,1,3,N,LZ_HOUSTON,LZEW,19.68
02/01/2019,1,4,N,LZ_HOUSTON,LZ,19.76
02/01/2019,1,4,N,LZ_HOUSTON,LZEW,19.76
02/01/2019,1,1,N,LZ_LCRA,LZ,19.52
02/01/2019,1,1,N,LZ_LCRA,LZEW,19.52
02/01/2019,1,2,N,LZ_LCRA,LZ,19.59
02/01/2019,1,2,N,LZ_LCRA,LZEW,19.59
02/01/2019,1,3,N,LZ_LCRA,LZ,19.70
02/01/2019,1,3,N,LZ_LCRA,LZEW,19.70
02/01/2019,1,4,N,LZ_LCRA,LZ,19.77
02/01/2019,1,4,N,LZ_LCRA,LZEW,19.77
02/01/2019,1,1,N,LZ_NORTH,LZ,19.47
02/01/2019,1,1,N,LZ_NORTH,LZEW,19.47
02/01/2019,1,2,N,LZ_NORTH,LZ,19.56
02/01/2019,1,2,N,LZ_NORTH,LZEW,19.56
02/01/2019,1,3,N,LZ_NORTH,LZ,19.64
02/01/2019,1,3,N,LZ_NORTH,LZEW,19.64
02/01/2019,1,4,N,LZ_NORTH,LZ,19.74
02/01/2019,1,4,N,LZ_NORTH,LZEW,19.74
02/01/2019,1,1,N,LZ_RAYBN,LZ,19.47
02/01/2019,1,1,N,LZ_RAYBN,LZEW,19.47
02/01/2019,1,2,N,LZ_RAYBN,LZ,19.56
02/01/2019,1,2,N,LZ_RAYBN,LZEW,19.56
02/01/2019,1,3,N,LZ_RAYBN,LZ,19.65
02/01/2019,1,3,N,LZ_RAYBN,LZEW,19.65
02/01/2019,1,4,N,LZ_RAYBN,LZ,19.74
02/01/2019,1,4,N,LZ_RAYBN,LZEW,19.74
02/01/2019,1,1,N,LZ_SOUTH,LZ,19.52
02/01/2019,1,1,N,LZ_SOUTH,LZEW,19.52
02/01/2019,1,2,N,LZ_SOUTH,LZ,19.58
02/01/2019,1,2,N,LZ_SOUTH,LZEW,19.58
02/01/2019,1,3,N,LZ_SOUTH,LZ,19.69
02/01/2019,1,3,N,LZ_SOUTH,LZEW,19.69
02/01/2019,1,4,N,LZ_SOUTH,LZ,19.77
02/01/2019,1,4,N,LZ_SOUTH,LZEW,19.77
02/01/2019,1,1,N,LZ_WEST,LZ,19.46
02/01/2019,1,1,N,LZ_WEST,LZEW,19.46
02/01/2019,1,2,N,LZ_WEST,LZ,19.55
02/01/2019,1,2,N,LZ_WEST,LZEW,19.55
02/01/2019,1,3,N,LZ_WEST,LZ,19.64
02/01/2019,1,3,N,LZ_WEST,LZEW,19.64
02/01/2019,1,4,N,LZ_WEST,LZ,19.74
02/01/2019,1,4,N,LZ_WEST,LZEW,19.74
02/01/2019,2,1,N,HB_BUSAVG,SH,19.62
02/01/2019,2,2,N,HB_BUSAVG,SH,19.57
02/01/2019,2,3,N,HB_BUSAVG,SH,19.41
02/01/2019,2,4,N,HB_BUSAVG,SH,19.47
02/01/2019,2,1,N,HB_HOUSTON,HU,19.63
02/01/2019,2,2,N,HB_HOUSTON,HU,19.58
02/01/2019,2,3,N,HB_HOUSTON,HU,19.42
02/01/2019,2,4,N,HB_HOUSTON,HU,19.48
02/01/2019,2,1,N,HB_HUBAVG,AH,19.62
02/01/2019,2,2,N,HB_HUBAVG,AH,19.57
02/01/2019,2,3,N,HB_HUBAVG,AH,19.41
02/01/2019,2,4,N,HB_HUBAVG,AH,19.48
02/01/2019,2,1,N,HB_NORTH,HU,19.60
02/01/2019,2,2,N,HB_NORTH,HU,19.56
02/01/2019,2,3,N,HB_NORTH,HU,19.39
02/01/2019,2,4,N,HB_NORTH,HU,19.47
02/01/2019,2,1,N,HB_SOUTH,HU,19.66
02/01/2019,2,2,N,HB_SOUTH,HU,19.59
02/01/2019,2,3,N,HB_SOUTH,HU,19.45
02/01/2019,2,4,N,HB_SOUTH,HU,19.50
02/01/2019,2,1,N,HB_WEST,HU,19.59
02/01/2019,2,2,N,HB_WEST,HU,19.56
02/01/2019,2,3,N,HB_WEST,HU,19.39
02/01/2019,2,4,N,HB_WEST,HU,19.46
02/01/2019,2,1,N,LZ_AEN,LZ,19.71
02/01/2019,2,1,N,LZ_AEN,LZEW,19.71
02/01/2019,2,2,N,LZ_AEN,LZ,19.62
02/01/2019,2,2,N,LZ_AEN,LZEW,19.62
02/01/2019,2,3,N,LZ_AEN,LZ,19.50
02/01/2019,2,3,N,LZ_AEN,LZEW,19.50
02/01/2019,2,4,N,LZ_AEN,LZ,19.53
02/01/2019,2,4,N,LZ_AEN,LZEW,19.53
02/01/2019,2,1,N,LZ_CPS,LZ,19.66
02/01/2019,2,1,N,LZ_CPS,LZEW,19.66
02/01/2019,2,2,N,LZ_CPS,LZ,19.59
02/01/2019,2,2,N,LZ_CPS,LZEW,19.59
02/01/2019,2,3,N,LZ_CPS,LZ,19.45
02/01/2019,2,3,N,LZ_CPS,LZEW,19.45
02/01/2019,2,4,N,LZ_CPS,LZ,19.50
02/01/2019,2,4,N,LZ_CPS,LZEW,19.50
02/01/2019,2,1,N,LZ_HOUSTON,LZ,19.63
02/01/2019,2,1,N,LZ_HOUSTON,LZEW,19.63
02/01/2019,2,2,N,LZ_HOUSTON,LZ,19.58
02/01/2019,2,2,N,LZ_HOUSTON,LZEW,19.58
02/01/2019,2,3,N,LZ_HOUSTON,LZ,19.42
02/01/2019,2,3,N,LZ_HOUSTON,LZEW,19.42
02/01/2019,2,4,N,LZ_HOUSTON,LZ,19.48
02/01/2019,2,4,N,LZ_HOUSTON,LZEW,19.48
02/01/2019,2,1,N,LZ_LCRA,LZ,19.65
02/01/2019,2,1,N,LZ_LCRA,LZEW,19.65
02/01/2019,2,2,N,LZ_LCRA,LZ,19.59
02/01/2019,2,2,N,LZ_LCRA,LZEW,19.59
02/01/2019,2,3,N,LZ_LCRA,LZ,19.44
02/01/2019,2,3,N,LZ_LCRA,LZEW,19.44
02/01/2019,2,4,N,LZ_LCRA,LZ,19.49
02/01/2019,2,4,N,LZ_LCRA,LZEW,19.49
02/01/2019,2,1,N,LZ_NORTH,LZ,19.60
02/01/2019,2,1,N,LZ_NORTH,LZEW,19.60
02/01/2019,2,2,N,LZ_NORTH,LZ,19.56
02/01/2019,2,2,N,LZ_NORTH,LZEW,19.56
02/01/2019,2,3,N,LZ_NORTH,LZ,19.39
02/01/2019,2,3,N,LZ_NORTH,LZEW,19.39
02/01/2019,2,4,N,LZ_NORTH,LZ,19.46
02/01/2019,2,4,N,LZ_NORTH,LZEW,19.46
02/01/2019,2,1,N,LZ_RAYBN,LZ,19.60
02/01/2019,2,1,N,LZ_RAYBN,LZEW,19.60
02/01/2019,2,2,N,LZ_RAYBN,LZ,19.56
02/01/2019,2,2,N,LZ_RAYBN,LZEW,19.56
02/01/2019,2,3,N,LZ_RAYBN,LZ,19.39
02/01/2019,2,3,N,LZ_RAYBN,LZEW,19.39
02/01/2019,2,4,N,LZ_RAYBN,LZ,19.47
02/01/2019,2,4,N,LZ_RAYBN,LZEW,19.47
02/01/2019,2,1,N,LZ_SOUTH,LZ,19.64
02/01/2019,2,1,N,LZ_SOUTH,LZEW,19.64
02/01/2019,2,2,N,LZ_SOUTH,LZ,19.58
02/01/2019,2,2,N,LZ_SOUTH,LZEW,19.58
02/01/2019,2,3,N,LZ_SOUTH,LZ,19.43
02/01/2019,2,3,N,LZ_SOUTH,LZEW,19.43
02/01/2019,2,4,N,LZ_SOUTH,LZ,19.49
02/01/2019,2,4,N,LZ_SOUTH,LZEW,19.49
02/01/2019,2,1,N,LZ_WEST,LZ,19.59
02/01/2019,2,1,N,LZ_WEST,LZEW,19.59
02/01/2019,2,2,N,LZ_WEST,LZ,19.56
02/01/2019,2,2,N,LZ_WEST,LZEW,19.56
02/01/2019,2,3,N,LZ_WEST,LZ,19.38
02/01/2019,2,3,N,LZ_WEST,LZEW,19.38
02/01/2019,2,4,N,LZ_WEST,LZ,19.46
02/01/2019,2,4,N,LZ_WEST,LZEW,19.46
02/01/2019,3,1,N,HB_BUSAVG,SH,19.72
02/01/2019,3,2,N,HB_BUSAVG,SH,19.86
02/01/2019,3,3,N,HB_BUSAVG,SH,19.74
02/01/2019,3,4,N,HB_BUSAVG,SH,19.92
02/01/2019,3,1,N,HB_HOUSTON,HU,19.72
02/01/2019,3,2,N,HB_HOUSTON,HU,19.86
02/01/2019,3,3,N,HB_HOUSTON,HU,19.74
02/01/2019,3,4,N,HB_HOUSTON,HU,19.92
02/01/2019,3,1,N,HB_HUBAVG,AH,19.72
02/01/2019,3,2,N,HB_HUBAVG,AH,19.86
02/01/2019,3,3,N,HB_HUBAVG,AH,19.74
02/01/2019,3,4,N,HB_HUBAVG,AH,19.92
02/01/2019,3,1,N,HB_NORTH,HU,19.71
02/01/2019,3,2,N,HB_NORTH,HU,19.86
02/01/2019,3,3,N,HB_NORTH,HU,19.74
02/01/2019,3,4,N,HB_NORTH,HU,19.92
02/01/2019,3,1,N,HB_SOUTH,HU,19.74
02/01/2019,3,2,N,HB_SOUTH,HU,19.86
02/01/2019,3,3,N,HB_SOUTH,HU,19.74
02/01/2019,3,4,N,HB_SOUTH,HU,19.92
02/01/2019,3,1,N,HB_WEST,HU,19.70
02/01/2019,3,2,N,HB_WEST,HU,19.86
02/01/2019,3,3,N,HB_WEST,HU,19.74
