Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price
02/01/2019,01:00,N,HB_BUSAVG,21.81
02/01/2019,01:00,N,HB_HOUSTON,21.86
02/01/2019,01:00,N,HB_HUBAVG,21.82
02/01/2019,01:00,N,HB_NORTH,21.78
02/01/2019,01:00,N,HB_SOUTH,21.91
02/01/2019,01:00,N,HB_WEST,21.72
02/01/2019,01:00,N,LZ_AEN,21.91
02/01/2019,01:00,N,LZ_CPS,21.92
02/01/2019,01:00,N,LZ_HOUSTON,21.87
02/01/2019,01:00,N,LZ_LCRA,21.87
02/01/2019,01:00,N,LZ_NORTH,21.77
02/01/2019,01:00,N,LZ_RAYBN,21.78
02/01/2019,01:00,N,LZ_SOUTH,22
02/01/2019,01:00,N,LZ_WEST,21.97
02/01/2019,02:00,N,HB_BUSAVG,21.21
02/01/2019,02:00,N,HB_HOUSTON,21.23
02/01/2019,02:00,N,HB_HUBAVG,21.21
02/01/2019,02:00,N,HB_NORTH,21.19
02/01/2019,02:00,N,HB_SOUTH,21.26
02/01/2019,02:00,N,HB_WEST,21.16
02/01/2019,02:00,N,LZ_AEN,21.25
02/01/2019,02:00,N,LZ_CPS,21.27
02/01/2019,02:00,N,LZ_HOUSTON,21.24
02/01/2019,02:00,N,LZ_LCRA,21.23
02/01/2019,02:00,N,LZ_NORTH,21.19
02/01/2019,02:00,N,LZ_RAYBN,21.19
02/01/2019,02:00,N,LZ_SOUTH,21.32
02/01/2019,02:00,N,LZ_WEST,21.48
02/01/2019,03:00,N,HB_BUSAVG,21.14
02/01/2019,03:00,N,HB_HOUSTON,21.14
02/01/2019,03:00,N,HB_HUBAVG,21.15
02/01/2019,03:00,N,HB_NORTH,21.14
02/01/2019,03:00,N,HB_SOUTH,21.15
02/01/2019,03:00,N,HB_WEST,21.14
02/01/2019,03:00,N,LZ_AEN,21.16
02/01/2019,03:00,N,LZ_CPS,21.15
02/01/2019,03:00,N,LZ_HOUSTON,21.14
02/01/2019,03:00,N,LZ_LCRA,21.14
02/01/2019,03:00,N,LZ_NORTH,21.14
02/01/2019,03:00,N,LZ_RAYBN,21.14
02/01/2019,03:00,N,LZ_SOUTH,21.18
02/01/2019,03:00,N,LZ_WEST,21.50
02/01/2019,04:00,N,HB_BUSAVG,21.62
02/01/2019,04:00,N,HB_HOUSTON,21.62
02/01/2019,04:00,N,HB_HUBAVG,21.62
02/01/2019,04:00,N,HB_NORTH,21.63
02/01/2019,04:00,N,HB_SOUTH,21.57
02/01/2019,04:00,N,HB_WEST,21.64
02/01/2019,04:00,N,LZ_AEN,21.60
02/01/2019,04:00,N,LZ_CPS,21.56
02/01/2019,04:00,N,LZ_HOUSTON,21.63
02/01/2019,04:00,N,LZ_LCRA,21.59
02/01/2019,04:00,N,LZ_NORTH,21.63
02/01/2019,04:00,N,LZ_RAYBN,21.63
02/01/2019,04:00,N,LZ_SOUTH,21.66
02/01/2019,04:00,N,LZ_WEST,22.17
02/01/2019,05:00,N,HB_BUSAVG,21.59
02/01/2019,05:00,N,HB_HOUSTON,21.60
02/01/2019,05:00,N,HB_HUBAVG,21.59
02/01/2019,05:00,N,HB_NORTH,21.60
02/01/2019,05:00,N,HB_SOUTH,21.56
02/01/2019,05:00,N,HB_WEST,21.62
02/01/2019,05:00,N,LZ_AEN,21.60
02/01/2019,05:00,N,LZ_CPS,21.56
02/01/2019,05:00,N,LZ_HOUSTON,21.60
02/01/2019,05:00,N,LZ_LCRA,21.57
02/01/2019,05:00,N,LZ_NORTH,21.60
02/01/2019,05:00,N,LZ_RAYBN,21.60
02/01/2019,05:00,N,LZ_SOUTH,21.63
02/01/2019,05:00,N,LZ_WEST,22.15
02/01/2019,06:00,N,HB_BUSAVG,22.26
02/01/2019,06:00,N,HB_HOUSTON,22.27
02/01/2019,06:00,N,HB_HUBAVG,22.27
02/01/2019,06:00,N,HB_NORTH,22.26
02/01/2019,06:00,N,HB_SOUTH,22.24
02/01/2019,06:00,N,HB_WEST,22.31
02/01/2019,06:00,N,LZ_AEN,22.32
02/01/2019,06:00,N,LZ_CPS,22.23
02/01/2019,06:00,N,LZ_HOUSTON,22.27
02/01/2019,06:00,N,LZ_LCRA,22.24
02/01/2019,06:00,N,LZ_NORTH,22.25
02/01/2019,06:00,N,LZ_RAYBN,22.26
02/01/2019,06:00,N,LZ_SOUTH,22.37
02/01/2019,06:00,N,LZ_WEST,23.14
02/01/2019,07:00,N,HB_BUSAVG,41.20
02/01/2019,07:00,N,HB_HOUSTON,41.28
02/01/2019,07:00,N,HB_HUBAVG,41.23
02/01/2019,07:00,N,HB_NORTH,41.18
02/01/2019,07:00,N,HB_SOUTH,41.07
02/01/2019,07:00,N,HB_WEST,41.40
02/01/2019,07:00,N,LZ_AEN,41.21
02/01/2019,07:00,N,LZ_CPS,41.56
02/01/2019,07:00,N,LZ_HOUSTON,41.30
02/01/2019,07:00,N,LZ_LCRA,41.15
02/01/2019,07:00,N,LZ_NORTH,41.21
02/01/2019,07:00,N,LZ_RAYBN,41.14
02/01/2019,07:00,N,LZ_SOUTH,41.43
02/01/2019,07:00,N,LZ_WEST,43.87
02/01/2019,08:00,N,HB_BUSAVG,32.20
02/01/2019,08:00,N,HB_HOUSTON,32.17
02/01/2019,08:00,N,HB_HUBAVG,32.24
02/01/2019,08:00,N,HB_NORTH,32.11
02/01/2019,08:00,N,HB_SOUTH,32.37
02/01/2019,08:00,N,HB_WEST,32.30
02/01/2019,08:00,N,LZ_AEN,32.36
02/01/2019,08:00,N,LZ_CPS,33.02
02/01/2019,08:00,N,LZ_HOUSTON,32.29
02/01/2019,08:00,N,LZ_LCRA,32.33
02/01/2019,08:00,N,LZ_NORTH,32.16
02/01/2019,08:00,N,LZ_RAYBN,32.05
02/01/2019,08:00,N,LZ_SOUTH,33.05
02/01/2019,08:00,N,LZ_WEST,33.56
02/01/2019,09:00,N,HB_BUSAVG,31.07
02/01/2019,09:00,N,HB_HOUSTON,31.34
